timestamp,a,b,c,d
0.0,0.4841373522013266,0.9925829888943594,0.012120117723337653,0.451722278636279
0.0625,0.5146985225590354,1.0552397900683157,0.012885200154623343,0.48023724747519414
0.125,0.5471888667955744,1.1218518018163781,0.013698578414383942,0.5105522237220658
0.1875,0.581730164012045,1.192668696806037,0.014563301176791927,0.5427808328445212
0.25,0.6184518806153054,1.267955908291918,0.015482609563576917,0.5770438729178315
0.3125,0.6574916555791466,1.3479956250028453,0.01645994929227771,0.6134697673957696
0.375,0.6989958163375802,1.4330878488311498,0.01749898359135274,0.6521950464626276
0.4375,0.74311992724389,1.5235515192886162,0.018603606930556883,0.693364858770581
0.5,0.7900293726511606,1.61972570894371,0.019777959618048287,0.7371335154804739
0.5625,0.8398999767997651,1.7219708943207817,0.021026443318937587,0.7836650686451788
0.625,0.8929186628352503,1.830670307024781,0.02235373755344552,0.8331339261034058
0.6875,0.9492841534267256,1.9462313701557203,0.02376481723650677,0.8857255051886832
0.75,1.0092077156117876,2.0690872253968,0.02526497132456126,0.9416369277037189
0.8125,1.0729139526597817,2.199698356499973,0.02685982263942419,1.0010777587650161
0.875,1.1406416459214304,2.338554315254034,0.02855534894353784,1.0642707922870578
0.9375,1.2126446498202206,2.4861755564044445,0.030357905345598665,1.1314528860501782
1.0,1.289192843340122,2.643115388402475,0.032274248120539584,1.2028758494820957
